Axiom,label
SubClassOf(<http://dbpedia.org/ontology/Architect> <http://dbpedia.org/ontology/Deputy>),0
SubClassOf(<http://dbpedia.org/ontology/AcademicJournal> <http://dbpedia.org/ontology/Sound>),0
SubClassOf(<http://dbpedia.org/ontology/Comic> <http://dbpedia.org/ontology/RailwayStation>),0
SubClassOf(<http://dbpedia.org/ontology/Star> <http://dbpedia.org/ontology/Locality>),0
SubClassOf(<http://dbpedia.org/ontology/RailwayTunnel> <http://dbpedia.org/ontology/Tournament>),0
SubClassOf(<http://dbpedia.org/ontology/Star> <http://dbpedia.org/ontology/Disease>),0
SubClassOf(<http://dbpedia.org/ontology/VideoGame> <http://dbpedia.org/ontology/GolfCourse>),0
SubClassOf(<http://dbpedia.org/ontology/Song> <http://dbpedia.org/ontology/Letter>),0
SubClassOf(<http://dbpedia.org/ontology/Play> <http://dbpedia.org/ontology/AcademicJournal>),0
SubClassOf(<http://dbpedia.org/ontology/Single> <http://dbpedia.org/ontology/Manga>),0
SubClassOf(<http://dbpedia.org/ontology/Document> <http://dbpedia.org/ontology/Sculpture>),0
SubClassOf(<http://dbpedia.org/ontology/ClassicalMusicComposition> <http://dbpedia.org/ontology/Letter>),0
SubClassOf(<http://dbpedia.org/ontology/Venue> <http://dbpedia.org/ontology/Fungus>),0
SubClassOf(<http://dbpedia.org/ontology/TelevisionEpisode> <http://dbpedia.org/ontology/Opera>),0
SubClassOf(<http://dbpedia.org/ontology/Star> <http://dbpedia.org/ontology/Rocket>),0
SubClassOf(<http://dbpedia.org/ontology/Depth> <http://dbpedia.org/ontology/Population>),0
SubClassOf(<http://dbpedia.org/ontology/Newspaper> <http://dbpedia.org/ontology/Sculpture>),0
SubClassOf(<http://dbpedia.org/ontology/Drama> <http://dbpedia.org/ontology/Satellite>),0
SubClassOf(<http://dbpedia.org/ontology/SnookerWorldRanking> <http://dbpedia.org/ontology/Artwork>),0
SubClassOf(<http://dbpedia.org/ontology/SportsSeason> <http://dbpedia.org/ontology/Song>),0
SubClassOf(<http://dbpedia.org/ontology/Brain> <http://dbpedia.org/ontology/BoardGame>),0
SubClassOf(<http://dbpedia.org/ontology/Sound> <http://dbpedia.org/ontology/Play>),0
SubClassOf(<http://dbpedia.org/ontology/Dog> <http://dbpedia.org/ontology/Artery>),0
SubClassOf(<http://dbpedia.org/ontology/Employer> <http://dbpedia.org/ontology/Criminal>),0
SubClassOf(<http://dbpedia.org/ontology/Taxon> <http://dbpedia.org/ontology/HollywoodCartoon>),0
SubClassOf(<http://dbpedia.org/ontology/Treadmill> <http://dbpedia.org/ontology/ArchitecturalStructure>),0
SubClassOf(<http://dbpedia.org/ontology/Mollusca> <http://dbpedia.org/ontology/ChemicalSubstance>),0
SubClassOf(<http://dbpedia.org/ontology/Gnetophytes> <http://dbpedia.org/ontology/Animal>),0
SubClassOf(<http://dbpedia.org/ontology/Software> <http://dbpedia.org/ontology/ComicStrip>),0
SubClassOf(<http://dbpedia.org/ontology/MusicalWork> <http://dbpedia.org/ontology/Newspaper>),0
SubClassOf(<http://dbpedia.org/ontology/TennisLeague> <http://dbpedia.org/ontology/SoccerPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/NaturalPlace> <http://dbpedia.org/ontology/Case>),0
SubClassOf(<http://dbpedia.org/ontology/MilitaryVehicle> <http://dbpedia.org/ontology/Bird>),0
SubClassOf(<http://dbpedia.org/ontology/TelevisionShow> <http://dbpedia.org/ontology/Statistic>),0
SubClassOf(<http://dbpedia.org/ontology/Pope> <http://dbpedia.org/ontology/FormulaOneTeam>),0
SubClassOf(<http://dbpedia.org/ontology/HorseRace> <http://dbpedia.org/ontology/AmusementParkAttraction>),0
SubClassOf(<http://dbpedia.org/ontology/SoccerManager> <http://dbpedia.org/ontology/BaseballTeam>),0
SubClassOf(<http://dbpedia.org/ontology/BiologicalDatabase> <http://dbpedia.org/ontology/Tunnel>),0
SubClassOf(<http://dbpedia.org/ontology/Letter> <http://dbpedia.org/ontology/Guitar>),0
SubClassOf(<http://dbpedia.org/ontology/MusicGenre> <http://dbpedia.org/ontology/Memorial>),0
SubClassOf(<http://dbpedia.org/ontology/Racecourse> <http://dbpedia.org/ontology/AmusementParkAttraction>),0
SubClassOf(<http://dbpedia.org/ontology/Garden> <http://dbpedia.org/ontology/Quote>),0
SubClassOf(<http://dbpedia.org/ontology/Wrestler> <http://dbpedia.org/ontology/AmericanFootballCoach>),0
SubClassOf(<http://dbpedia.org/ontology/WaterRide> <http://dbpedia.org/ontology/RailwayLine>),0
SubClassOf(<http://dbpedia.org/ontology/PoliticalParty> <http://dbpedia.org/ontology/HorseRider>),0
SubClassOf(<http://dbpedia.org/ontology/Ligament> <http://dbpedia.org/ontology/Artwork>),0
SubClassOf(<http://dbpedia.org/ontology/Planet> <http://dbpedia.org/ontology/Rebellion>),0
SubClassOf(<http://dbpedia.org/ontology/BasketballLeague> <http://dbpedia.org/ontology/CricketTeam>),0
SubClassOf(<http://dbpedia.org/ontology/Muscle> <http://dbpedia.org/ontology/RailwayStation>),0
SubClassOf(<http://dbpedia.org/ontology/State> <http://dbpedia.org/ontology/BoardGame>),0
SubClassOf(<http://dbpedia.org/ontology/AustralianFootballTeam> <http://dbpedia.org/ontology/SquashPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/PeriodicalLiterature> <http://dbpedia.org/ontology/Document>),0
SubClassOf(<http://dbpedia.org/ontology/Agglomeration> <http://dbpedia.org/ontology/Locomotive>),0
SubClassOf(<http://dbpedia.org/ontology/Humorist> <http://dbpedia.org/ontology/PokerPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/Philosopher> <http://dbpedia.org/ontology/OrganisationMember>),0
SubClassOf(<http://dbpedia.org/ontology/SkiArea> <http://dbpedia.org/ontology/Synagogue>),0
SubClassOf(<http://dbpedia.org/ontology/Tax> <http://dbpedia.org/ontology/Genre>),0
SubClassOf(<http://dbpedia.org/ontology/TelevisionEpisode> <http://dbpedia.org/ontology/Poem>),0
SubClassOf(<http://dbpedia.org/ontology/Mollusca> <http://dbpedia.org/ontology/YearInSpaceflight>),0
SubClassOf(<http://dbpedia.org/ontology/Asteroid> <http://dbpedia.org/ontology/PowerStation>),0
SubClassOf(<http://dbpedia.org/ontology/Annotation> <http://dbpedia.org/ontology/Racecourse>),0
SubClassOf(<http://dbpedia.org/ontology/PeriodicalLiterature> <http://dbpedia.org/ontology/ClassicalMusicComposition>),0
SubClassOf(<http://dbpedia.org/ontology/Planet> <http://dbpedia.org/ontology/FloweringPlant>),0
SubClassOf(<http://dbpedia.org/ontology/Play> <http://dbpedia.org/ontology/Magazine>),0
SubClassOf(<http://dbpedia.org/ontology/Song> <http://dbpedia.org/ontology/AcademicJournal>),0
SubClassOf(<http://dbpedia.org/ontology/ClubMoss> <http://dbpedia.org/ontology/GolfCourse>),0
SubClassOf(<http://dbpedia.org/ontology/Database> <http://dbpedia.org/ontology/FloweringPlant>),0
SubClassOf(<http://dbpedia.org/ontology/ShoppingMall> <http://dbpedia.org/ontology/Reptile>),0
SubClassOf(<http://dbpedia.org/ontology/Novel> <http://dbpedia.org/ontology/Newspaper>),0
SubClassOf(<http://dbpedia.org/ontology/MilitaryStructure> <http://dbpedia.org/ontology/Album>),0
SubClassOf(<http://dbpedia.org/ontology/Single> <http://dbpedia.org/ontology/Archive>),0
SubClassOf(<http://dbpedia.org/ontology/Newspaper> <http://dbpedia.org/ontology/Image>),0
SubClassOf(<http://dbpedia.org/ontology/Letter> <http://dbpedia.org/ontology/Opera>),0
SubClassOf(<http://dbpedia.org/ontology/CultivatedVariety> <http://dbpedia.org/ontology/PowerStation>),0
SubClassOf(<http://dbpedia.org/ontology/MythologicalFigure> <http://dbpedia.org/ontology/Deputy>),0
SubClassOf(<http://dbpedia.org/ontology/Mine> <http://dbpedia.org/ontology/ShoppingMall>),0
SubClassOf(<http://dbpedia.org/ontology/Racecourse> <http://dbpedia.org/ontology/ArchitecturalStructure>),0
SubClassOf(<http://dbpedia.org/ontology/Sound> <http://dbpedia.org/ontology/Territory>),0
SubClassOf(<http://dbpedia.org/ontology/Tax> <http://dbpedia.org/ontology/Album>),0
SubClassOf(<http://dbpedia.org/ontology/Type> <http://dbpedia.org/ontology/Vein>),0
SubClassOf(<http://dbpedia.org/ontology/Engine> <http://dbpedia.org/ontology/PersonFunction>),0
SubClassOf(<http://dbpedia.org/ontology/Artwork> <http://dbpedia.org/ontology/Port>),0
SubClassOf(<http://dbpedia.org/ontology/RailwayLine> <http://dbpedia.org/ontology/Ginkgo>),0
SubClassOf(<http://dbpedia.org/ontology/Stadium> <http://dbpedia.org/ontology/SportsTeamSeason>),0
SubClassOf(<http://dbpedia.org/ontology/Sculptor> <http://dbpedia.org/ontology/MotorcycleRacingLeague>),0
SubClassOf(<http://dbpedia.org/ontology/TelevisionSeason> <http://dbpedia.org/ontology/Anime>),0
SubClassOf(<http://dbpedia.org/ontology/Prison> <http://dbpedia.org/ontology/ChemicalSubstance>),0
SubClassOf(<http://dbpedia.org/ontology/GridironFootballPlayer> <http://dbpedia.org/ontology/AdultActor>),0
SubClassOf(<http://dbpedia.org/ontology/FilmFestival> <http://dbpedia.org/ontology/Website>),0
SubClassOf(<http://dbpedia.org/ontology/Swimmer> <http://dbpedia.org/ontology/Psychologist>),0
SubClassOf(<http://dbpedia.org/ontology/Animal> <http://dbpedia.org/ontology/Bridge>),0
SubClassOf(<http://dbpedia.org/ontology/WaterRide> <http://dbpedia.org/ontology/Fungus>),0
SubClassOf(<http://dbpedia.org/ontology/Medician> <http://dbpedia.org/ontology/AustralianRulesFootballPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/SportsEvent> <http://dbpedia.org/ontology/MicroRegion>),0
SubClassOf(<http://dbpedia.org/ontology/SoccerClub> <http://dbpedia.org/ontology/Poet>),0
SubClassOf(<http://dbpedia.org/ontology/PeriodicalLiterature> <http://dbpedia.org/ontology/Lake>),0
SubClassOf(<http://dbpedia.org/ontology/Gene> <http://dbpedia.org/ontology/Beverage>),0
SubClassOf(<http://dbpedia.org/ontology/Altitude> <http://dbpedia.org/ontology/Motorcycle>),0
SubClassOf(<http://dbpedia.org/ontology/PeriodicalLiterature> <http://dbpedia.org/ontology/Artwork>),0
SubClassOf(<http://dbpedia.org/ontology/Medician> <http://dbpedia.org/ontology/AnimangaCharacter>),0
SubClassOf(<http://dbpedia.org/ontology/AmericanFootballCoach> <http://dbpedia.org/ontology/Winery>),0
SubClassOf(<http://dbpedia.org/ontology/Newspaper> <http://dbpedia.org/ontology/ArtistDiscography>),0
SubClassOf(<http://dbpedia.org/ontology/MusicalWork> <http://dbpedia.org/ontology/Reference>),0
SubClassOf(<http://dbpedia.org/ontology/AustralianFootballLeague> <http://dbpedia.org/ontology/School>),0
SubClassOf(<http://dbpedia.org/ontology/RadioProgram> <http://dbpedia.org/ontology/Canal>),0
SubClassOf(<http://dbpedia.org/ontology/SpeedwayLeague> <http://dbpedia.org/ontology/Architect>),0
SubClassOf(<http://dbpedia.org/ontology/Skyscraper> <http://dbpedia.org/ontology/Bird>),0
SubClassOf(<http://dbpedia.org/ontology/HumanGene> <http://dbpedia.org/ontology/BiologicalDatabase>),0
SubClassOf(<http://dbpedia.org/ontology/Case> <http://dbpedia.org/ontology/EurovisionSongContestEntry>),0
SubClassOf(<http://dbpedia.org/ontology/InlineHockeyLeague> <http://dbpedia.org/ontology/Model>),0
SubClassOf(<http://dbpedia.org/ontology/Star> <http://dbpedia.org/ontology/Lighthouse>),0
SubClassOf(<http://dbpedia.org/ontology/WrittenWork> <http://dbpedia.org/ontology/Volcano>),0
SubClassOf(<http://dbpedia.org/ontology/Vodka> <http://dbpedia.org/ontology/GeneLocation>),0
SubClassOf(<http://dbpedia.org/ontology/Fashion> <http://dbpedia.org/ontology/Fungus>),0
SubClassOf(<http://dbpedia.org/ontology/Archive> <http://dbpedia.org/ontology/Flag>),0
SubClassOf(<http://dbpedia.org/ontology/Painting> <http://dbpedia.org/ontology/Play>),0
SubClassOf(<http://dbpedia.org/ontology/EthnicGroup> <http://dbpedia.org/ontology/RailwayTunnel>),0
SubClassOf(<http://dbpedia.org/ontology/Newspaper> <http://dbpedia.org/ontology/Reference>),0
SubClassOf(<http://dbpedia.org/ontology/Memorial> <http://dbpedia.org/ontology/ChemicalCompound>),0
SubClassOf(<http://dbpedia.org/ontology/Sales> <http://dbpedia.org/ontology/Reptile>),0
SubClassOf(<http://dbpedia.org/ontology/Website> <http://dbpedia.org/ontology/Manga>),0
SubClassOf(<http://dbpedia.org/ontology/Actor> <http://dbpedia.org/ontology/Non-ProfitOrganisation>),0
SubClassOf(<http://dbpedia.org/ontology/NationalFootballLeagueSeason> <http://dbpedia.org/ontology/SoccerTournament>),0
SubClassOf(<http://dbpedia.org/ontology/Enzyme> <http://dbpedia.org/ontology/Area>),0
SubClassOf(<http://dbpedia.org/ontology/RugbyLeague> <http://dbpedia.org/ontology/Scientist>),0
SubClassOf(<http://dbpedia.org/ontology/Artwork> <http://dbpedia.org/ontology/Abbey>),0
SubClassOf(<http://dbpedia.org/ontology/VideoGame> <http://dbpedia.org/ontology/EurovisionSongContestEntry>),0
SubClassOf(<http://dbpedia.org/ontology/Cartoon> <http://dbpedia.org/ontology/Document>),0
SubClassOf(<http://dbpedia.org/ontology/Year> <http://dbpedia.org/ontology/Lighthouse>),0
SubClassOf(<http://dbpedia.org/ontology/Pope> <http://dbpedia.org/ontology/Baronet>),0
SubClassOf(<http://dbpedia.org/ontology/SolarEclipse> <http://dbpedia.org/ontology/CricketGround>),0
SubClassOf(<http://dbpedia.org/ontology/AcademicJournal> <http://dbpedia.org/ontology/Opera>),0
SubClassOf(<http://dbpedia.org/ontology/BusCompany> <http://dbpedia.org/ontology/SoccerLeague>),0
SubClassOf(<http://dbpedia.org/ontology/Skyscraper> <http://dbpedia.org/ontology/MountainPass>),0
SubClassOf(<http://dbpedia.org/ontology/Manga> <http://dbpedia.org/ontology/Database>),0
SubClassOf(<http://dbpedia.org/ontology/TradeUnion> <http://dbpedia.org/ontology/IceHockeyLeague>),0
SubClassOf(<http://dbpedia.org/ontology/Monarch> <http://dbpedia.org/ontology/ChessPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/Valley> <http://dbpedia.org/ontology/Diocese>),0
SubClassOf(<http://dbpedia.org/ontology/SoftballLeague> <http://dbpedia.org/ontology/SpeedwayLeague>),0
SubClassOf(<http://dbpedia.org/ontology/Canal> <http://dbpedia.org/ontology/WineRegion>),0
SubClassOf(<http://dbpedia.org/ontology/SoccerClubSeason> <http://dbpedia.org/ontology/NaturalPlace>),0
SubClassOf(<http://dbpedia.org/ontology/CurlingLeague> <http://dbpedia.org/ontology/Politician>),0
SubClassOf(<http://dbpedia.org/ontology/TradeUnion> <http://dbpedia.org/ontology/SnookerPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/WaterwayTunnel> <http://dbpedia.org/ontology/Currency>),0
SubClassOf(<http://dbpedia.org/ontology/AmericanFootballCoach> <http://dbpedia.org/ontology/GolfPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/Embryology> <http://dbpedia.org/ontology/Bird>),0
SubClassOf(<http://dbpedia.org/ontology/Holiday> <http://dbpedia.org/ontology/City>),0
SubClassOf(<http://dbpedia.org/ontology/Anime> <http://dbpedia.org/ontology/ProgrammingLanguage>),0
SubClassOf(<http://dbpedia.org/ontology/Port> <http://dbpedia.org/ontology/UnitOfWork>),0
SubClassOf(<http://dbpedia.org/ontology/Artwork> <http://dbpedia.org/ontology/Territory>),0
SubClassOf(<http://dbpedia.org/ontology/TableTennisPlayer> <http://dbpedia.org/ontology/SpeedSkater>),0
SubClassOf(<http://dbpedia.org/ontology/Gnetophytes> <http://dbpedia.org/ontology/Camera>),0
SubClassOf(<http://dbpedia.org/ontology/Letter> <http://dbpedia.org/ontology/HollywoodCartoon>),0
SubClassOf(<http://dbpedia.org/ontology/SpaceShuttle> <http://dbpedia.org/ontology/Arachnid>),0
SubClassOf(<http://dbpedia.org/ontology/Non-ProfitOrganisation> <http://dbpedia.org/ontology/OrganisationMember>),0
SubClassOf(<http://dbpedia.org/ontology/Professor> <http://dbpedia.org/ontology/PublicTransitSystem>),0
SubClassOf(<http://dbpedia.org/ontology/ArtistDiscography> <http://dbpedia.org/ontology/Poem>),0
SubClassOf(<http://dbpedia.org/ontology/Diocese> <http://dbpedia.org/ontology/Pyramid>),0
SubClassOf(<http://dbpedia.org/ontology/Constellation> <http://dbpedia.org/ontology/Place>),0
SubClassOf(<http://dbpedia.org/ontology/GolfCourse> <http://dbpedia.org/ontology/Beer>),0
SubClassOf(<http://dbpedia.org/ontology/SoccerManager> <http://dbpedia.org/ontology/MythologicalFigure>),0
SubClassOf(<http://dbpedia.org/ontology/Instrument> <http://dbpedia.org/ontology/Polyhedron>),0
SubClassOf(<http://dbpedia.org/ontology/MusicalWork> <http://dbpedia.org/ontology/PeriodicalLiterature>),0
SubClassOf(<http://dbpedia.org/ontology/Mayor> <http://dbpedia.org/ontology/File>),0
SubClassOf(<http://dbpedia.org/ontology/CricketLeague> <http://dbpedia.org/ontology/TennisPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/Image> <http://dbpedia.org/ontology/HollywoodCartoon>),0
SubClassOf(<http://dbpedia.org/ontology/Enzyme> <http://dbpedia.org/ontology/Beach>),0
SubClassOf(<http://dbpedia.org/ontology/Manga> <http://dbpedia.org/ontology/Software>),0
SubClassOf(<http://dbpedia.org/ontology/ProtectedArea> <http://dbpedia.org/ontology/Contest>),0
SubClassOf(<http://dbpedia.org/ontology/Comic> <http://dbpedia.org/ontology/HollywoodCartoon>),0
SubClassOf(<http://dbpedia.org/ontology/Painter> <http://dbpedia.org/ontology/Bank>),0
SubClassOf(<http://dbpedia.org/ontology/WaterRide> <http://dbpedia.org/ontology/SportsEvent>),0
SubClassOf(<http://dbpedia.org/ontology/Caterer> <http://dbpedia.org/ontology/School>),0
SubClassOf(<http://dbpedia.org/ontology/Guitar> <http://dbpedia.org/ontology/Restaurant>),0
SubClassOf(<http://dbpedia.org/ontology/FashionDesigner> <http://dbpedia.org/ontology/Cleric>),0
SubClassOf(<http://dbpedia.org/ontology/CanadianFootballTeam> <http://dbpedia.org/ontology/ScreenWriter>),0
SubClassOf(<http://dbpedia.org/ontology/Motorcycle> <http://dbpedia.org/ontology/InformationAppliance>),0
SubClassOf(<http://dbpedia.org/ontology/Guitar> <http://dbpedia.org/ontology/Locomotive>),0
SubClassOf(<http://dbpedia.org/ontology/Document> <http://dbpedia.org/ontology/TelevisionEpisode>),0
SubClassOf(<http://dbpedia.org/ontology/PeriodicalLiterature> <http://dbpedia.org/ontology/HistoricBuilding>),0
SubClassOf(<http://dbpedia.org/ontology/Noble> <http://dbpedia.org/ontology/FormulaOneTeam>),0
SubClassOf(<http://dbpedia.org/ontology/Drama> <http://dbpedia.org/ontology/ArtistDiscography>),0
SubClassOf(<http://dbpedia.org/ontology/Hotel> <http://dbpedia.org/ontology/Manhua>),0
SubClassOf(<http://dbpedia.org/ontology/ArtistDiscography> <http://dbpedia.org/ontology/Software>),0
SubClassOf(<http://dbpedia.org/ontology/ClericalAdministrativeRegion> <http://dbpedia.org/ontology/Venue>),0
SubClassOf(<http://dbpedia.org/ontology/Sound> <http://dbpedia.org/ontology/Archive>),0
SubClassOf(<http://dbpedia.org/ontology/Mine> <http://dbpedia.org/ontology/Prefecture>),0
SubClassOf(<http://dbpedia.org/ontology/FictionalCharacter> <http://dbpedia.org/ontology/GaelicGamesPlayer>),0
SubClassOf(<http://dbpedia.org/ontology/Artwork> <http://dbpedia.org/ontology/Musical>),0
SubClassOf(<http://dbpedia.org/ontology/Sales> <http://dbpedia.org/ontology/GreenAlga>),0
SubClassOf(<http://dbpedia.org/ontology/Celebrity> <http://dbpedia.org/ontology/Sculptor>),0
SubClassOf(<http://dbpedia.org/ontology/ReligiousBuilding> <http://dbpedia.org/ontology/Automobile>),0
SubClassOf(<http://dbpedia.org/ontology/RailwayStation> <http://dbpedia.org/ontology/Valley>),0
SubClassOf(<http://dbpedia.org/ontology/UnitOfWork> <http://dbpedia.org/ontology/Profession>),0
SubClassOf(<http://dbpedia.org/ontology/Volcano> <http://dbpedia.org/ontology/Amphibian>),0
SubClassOf(<http://dbpedia.org/ontology/SnookerWorldRanking> <http://dbpedia.org/ontology/Demographics>),0
SubClassOf(<http://dbpedia.org/ontology/Document> <http://dbpedia.org/ontology/Quote>),0
SubClassOf(<http://dbpedia.org/ontology/Drama> <http://dbpedia.org/ontology/Newspaper>),0
SubClassOf(<http://dbpedia.org/ontology/AcademicJournal> <http://dbpedia.org/ontology/Poem>),0
SubClassOf(<http://dbpedia.org/ontology/Airline> <http://dbpedia.org/ontology/RadioHost>),0
SubClassOf(<http://dbpedia.org/ontology/Treadmill> <http://dbpedia.org/ontology/Constellation>),0
